iords,mass,x,y,z,vx,vy,vz,rho,temp,metals
105140.000,214853.036,-13.681,-11.497,-27.242,58.529,-21.774,30.120,38928.343,773110.938,0.004
105186.000,212674.599,26.958,-18.636,0.877,33.516,45.642,16.704,40915.052,608821.125,0.005
105270.000,212084.142,98.799,89.079,12.358,-64.107,9.526,-3.839,2190.325,231477.609,0.003
108317.000,212342.737,-47.739,19.667,-20.045,21.123,-68.805,-21.696,18994.377,500033.594,0.004
108519.000,212913.700,-37.308,-49.986,-10.455,47.634,-1.170,16.642,11948.087,531607.312,0.005
108607.000,214108.570,-46.667,28.695,11.819,-16.792,-33.914,-49.013,17668.265,543579.250,0.004
108610.000,212781.715,162.639,-151.867,220.796,-46.172,-20.804,-1.581,185.022,148438.656,0.005
108727.000,212215.781,-44.955,79.130,47.260,-14.735,-41.696,-19.021,4867.170,476599.344,0.003
108787.000,241231.700,-17.141,-3.369,-4.101,27.773,-70.406,-19.472,89043.696,681688.000,0.005
108842.000,245396.832,-10.850,-3.157,-4.648,-22.605,-32.614,-1.745,98262.893,1141862.375,0.005
108867.000,212531.119,21.074,46.670,-22.914,-45.088,-25.769,29.688,13259.627,992791.438,0.003
108873.000,212768.563,-6.538,3.602,-10.253,18.146,-6.036,7.429,90314.691,1103349.000,0.005
108926.000,213350.482,-20.734,-56.721,-2.060,41.695,8.013,20.171,15335.452,444602.312,0.005
108976.000,219493.524,53.458,35.261,-14.580,-32.701,10.019,9.144,8877.386,669448.438,0.006
109025.000,220442.468,181.499,12.893,-112.034,-31.591,-12.076,31.803,445.126,181491.078,0.008
109119.000,212176.019,74.653,77.515,10.906,-68.426,-13.134,-13.677,3486.617,409906.594,0.006
109189.000,226252.156,5.204,-10.569,-3.382,62.494,24.175,52.214,157083.255,1115387.875,0.005
109200.000,243526.440,31.308,18.752,18.570,-67.719,40.864,17.392,28071.984,645648.125,0.005
109219.000,212470.550,0.041,-24.878,-22.593,41.848,-3.527,26.666,31160.158,913033.938,0.005
109244.000,212126.308,48.864,42.354,79.341,-17.664,41.898,-2.596,4256.309,331021.344,0.003
109254.000,214525.885,93.847,24.710,5.414,-24.062,22.591,31.128,3528.978,538487.438,0.005
109264.000,213022.806,5.206,31.692,12.694,-70.795,12.768,-7.479,35827.432,422239.031,0.004
109322.000,218957.198,-4.366,-3.627,10.749,16.033,13.582,10.964,98931.469,1176426.000,0.005
109368.000,212267.522,41.553,56.715,-25.536,-3.741,-84.456,47.031,10040.908,837414.250,0.002
109375.000,212099.104,17.058,-139.979,104.199,10.435,16.334,27.033,820.626,551749.062,0.002
109385.000,212086.269,74.958,70.346,116.092,-35.745,21.857,-22.298,1324.030,233465.156,0.003
109419.000,212133.810,-195.023,3.553,-24.377,36.669,3.430,53.198,476.015,147700.266,0.001
109443.000,212345.127,-5.999,5.317,1.838,-25.087,-112.159,-68.486,1097003.555,11299.879,0.003
109459.000,212584.864,-23.400,-26.106,-10.448,86.271,0.845,24.414,43562.916,359428.500,0.004
109542.000,213336.652,130.736,-12.748,-32.982,-40.054,-7.916,9.002,2594.891,327094.500,0.003
109584.000,212084.128,131.915,-189.357,80.815,2.888,32.277,-23.485,403.115,154447.047,0.001
109604.000,213270.943,-130.016,-87.234,-65.980,44.806,-19.381,-30.248,863.407,243140.609,0.000
112806.000,213736.793,32.527,172.202,25.944,-8.893,-34.096,9.371,874.481,220366.531,0.005
112833.000,213621.926,-1.500,21.970,8.323,-55.267,5.458,-33.905,80040.690,666388.625,0.005
112987.000,213112.251,-26.353,-0.980,-4.313,32.410,-59.901,-25.646,51459.711,796700.688,0.005
112993.000,219405.171,-14.730,-24.154,-8.640,63.953,1.038,24.592,37894.963,755198.000,0.006
113013.000,212730.955,-38.265,-16.904,43.018,-16.581,-14.331,-54.368,9791.116,557437.812,0.006
113067.000,226635.649,131.461,-82.169,1.291,-16.735,43.296,3.832,1673.182,208690.016,0.008
113075.000,212492.282,-7.804,5.078,-27.457,47.357,-35.220,33.584,34706.112,719582.625,0.005
113138.000,215116.218,-6.095,7.950,-11.826,6.865,-32.585,16.354,68609.397,1226186.875,0.005
113200.000,213133.735,-3.137,8.162,-6.436,-4.301,-1.534,-25.724,124690.952,952174.562,0.005
113214.000,212419.016,31.743,28.662,71.559,-52.111,51.098,6.669,6439.266,418420.531,0.006
113231.000,213976.295,36.367,50.663,89.917,-12.153,25.632,0.516,4010.290,373233.094,0.003
113245.000,213145.106,-1.836,-24.764,-7.519,66.385,23.292,57.346,62082.646,560463.688,0.005
113257.000,212339.518,-40.680,-25.491,9.999,42.607,-6.391,-26.077,16516.725,596381.125,0.006
113263.000,216160.644,60.924,-93.240,-59.549,-1.593,19.937,19.199,1797.400,621711.938,0.002
113282.000,212740.765,-13.908,9.548,-16.482,40.560,-77.576,13.485,53715.771,822432.125,0.004
113298.000,213149.734,131.076,84.435,25.798,-53.676,34.760,8.258,1329.488,239725.844,0.004
113307.000,213100.162,-47.932,-15.913,22.882,12.698,-21.334,-42.299,13884.330,414614.281,0.005
113428.000,212227.870,74.394,-48.605,50.896,-8.166,28.235,33.369,4063.730,432279.312,0.003
113429.000,212742.188,46.838,15.425,-19.871,-4.417,26.072,29.496,12154.011,737332.750,0.005
113430.000,212227.000,22.142,-21.328,94.208,-21.832,24.344,9.663,3413.261,415220.000,0.004
113480.000,213779.443,-66.684,-47.072,34.507,26.098,-47.041,-19.864,4829.810,336780.031,0.007
113536.000,215856.483,-4.481,17.057,-10.153,-17.794,6.397,4.499,60594.784,919405.375,0.005
